nombramiento,PLAZA,IdPuesto,ClavePuesto,Puesto,,,,,,,
2553,ECB-51-02-002-015-CF-00158,66,65,RESPONSABLE ACADEMICA,,,,,ECB-42-03-003-156-EH-00004,1309,1581
#N/A,ECB-99-02-002-025-CF-00004,43,42,EJECUTIVA DE PROYECTOS DE FISCALIZACION Y FUNCION PUBLICA,,,,,ECB-43-03-003-156-EH-00015,1345,1635
1417,ECB-47-02-002-014-CF-00071,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-42-03-003-156-EH-00019,1310,1580
1421,ECB-47-02-002-028-CF-00039,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-42-03-003-145-EH-00007,1311,1577
2366,ECB-50-03-002-018-CF-00003,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-43-03-003-145-EH-00014,1346,1638
895,ECB-29-02-002-014-CF-00060,88,87,ENCARGADO DE ORDEN,,,,,ECB-42-03-003-145-EH-00008,1312,1578
#N/A,ECB-29-02-002-021-S-00068,88,87,ENCARGADO DE ORDEN,,,,,ECB-42-03-003-145-EH-00003,1313,1579
#N/A,ECB-29-02-002-021-S-00084,109,108,VIGILANTE,,,,,ECB-43-03-003-145-EH-00006,1347,1637
894,ECB-29-02-002-041-CF-00060,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-42-03-003-151-EH-00020,1314,1572
900,ECB-29-02-002-046-CF-00016,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-42-03-003-151-EH-00025,1315,1574
#N/A,ECB-29-02-002-047-T-00059,85,84,BIBLIOTECARIO,,,,,ECB-43-03-003-145-EH-00016,1348,1640
434,ECB-12-02-002-014-CF-00047,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-42-03-003-151-EH-00021,1316,1573
437,ECB-12-02-002-018-CF-00044,70,69,AUXILIAR ACADEMICA,,,,,ECB-42-03-003-151-EH-00026,1317,1575
443,ECB-12-02-002-019-CF-00068,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-42-03-003-151-EH-00027,1318,1576
2379,ECB-90-02-002-019-CF-00165,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-42-03-003-157-EH-00013,1319,1571
#N/A,ECB-61-03-003-156-E-00024,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-42-03-003-157-EH-00016,1320,1570
1943,ECB-99-02-002-019-CF-00133,NULL,NULL,NULL,,,,,ECB-42-03-003-143-EH-00002,1321,1612
1990,ECB-99-02-002-019-CF-00164,NULL,NULL,NULL,,,,,ECB-42-03-003-149-EH-00006,1322,1613
1636,ECB-63-02-002-012-CF-00055,96,95,INGENIERO EN SISTEMAS,,,,,ECB-43-03-002-012-CF-00005,1323,1618
1710,ECB-90-02-002-041-CF-00021,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-43-03-002-041-CF-00016,1324,1619
#N/A,ECB-99-02-003-150-E-00073,20,19,ANALISTA EDUCATIVA,,,,,ECB-43-03-002-014-CF-00024,1325,1615
1847,ECB-99-02-002-015-CF-00123,52,51,OPERADORA DE CONMUTADOR,,,,,ECB-43-03-002-015-CF-00013,1326,1616
1779,ECB-99-02-002-041-CF-00072,20,19,ANALISTA EDUCATIVA,,,,,ECB-43-03-002-019-CF-00012,1327,1625
2632,ECB-99-02-001-011-CF-00017,48,47,JEFA DE MATERIA,,,,,ECB-43-03-002-019-CF-00045,1328,1623
2639,ECB-99-02-001-011-CF-00010,48,47,JEFA DE MATERIA,,,,,ECB-43-03-003-145-EH-00012,1349,1639
1612,ECB-61-03-002-014-CF-00016,88,87,ENCARGADO DE ORDEN,,,,,ECB-43-03-003-151-EH-00019,1350,1641
2750,ECB-99-02-001-001-CF-00001,2,1,DIRECTOR GENERAL,,,,,ECB-43-03-003-151-EH-00022,1351,1642
2630,ECB-99-02-001-010-CF-00004,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-43-03-003-151-EH-00017,1352,1644
2617,ECB-99-02-001-010-CF-00002,8,7,JEFE DE DEPARTAMENTO,,,,,ECB-43-03-003-151-EH-00023,1353,1643
2623,ECB-99-02-001-010-CF-00007,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-43-03-003-157-EH-00015,1354,1646
2611,ECB-99-02-001-002-CF-00001,7,6,DIRECTORA DE AREA,,,,,ECB-43-03-003-158-EH-00010,1355,1647
0,ECB-25-02-002-019-CF-00091,7,6,DIRECTORA DE AREA,,,,,ECB-43-03-003-158-EH-00008,1356,1645
#N/A,ECB-14-02-003-158-E-00015,110,109,DOCENTE,,,,,ECB-43-03-003-149-EH-00007,1357,1614
2626,ECB-99-02-001-010-CF-00011,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-44-03-002-041-CF-00017,1358,1677
2627,ECB-99-02-001-010-CF-00012,8,7,JEFE DE DEPARTAMENTO,,,,,ECB-44-03-002-014-CF-00028,1359,1679
2628,ECB-99-02-001-010-CF-00013,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-44-03-002-014-CF-00010,1360,1680
2629,ECB-99-02-001-010-CF-00014,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-44-03-002-019-CF-00040,1361,1673
2609,ECB-99-02-001-002-CF-00003,6,5,DIRECTOR DE AREA,,,,,ECB-44-03-002-021-S1-00022,1362,1672
2614,ECB-99-02-001-003-CF-00001,4,3,CONTRALOR INTERNO,,,,,ECB-44-03-002-021-S1-00033,1363,1669
#N/A,ECB-99-02-002-047-T-00034,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-44-03-002-028-CF-00015,1364,1671
2640,ECB-99-02-001-011-CF-00009,49,48,JEFE DE MATERIA,,,,,ECB-44-03-002-037-CF-00014,1365,1654
2619,ECB-99-02-001-010-CF-00015,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-44-03-002-032-CF-00002,1366,1670
1260,ECB-41-02-002-019-CF-00030,69,68,AUXILIAR ACADEMICO,,,,,ECB-44-03-002-032-A0-00007,1367,1668
435,ECB-12-02-002-015-CF-00013,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-44-03-002-036-S0-00007,1368,1656
676,ECB-19-02-002-046-CF-00023,88,87,ENCARGADO DE ORDEN,,,,,ECB-44-03-002-036-S0-00011,1369,1655
436,ECB-12-02-002-018-CF-00024,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-44-03-003-154-EH-00008,1370,1660
2579,ECB-60-02-002-015-CF-00156,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-44-03-003-154-EH-00006,1371,1661
2396,ECB-99-02-002-019-CF-00020,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-44-03-003-144-EH-00006,1372,1658
2387,ECB-99-02-002-041-CF-00018,54,53,SECRETARIA DIRECTIVA,,,,,ECB-44-03-003-144-EH-00017,1373,1657
2391,ECB-99-02-002-015-CF-00145,51,50,OPERADOR DE FOTOCOPIADO,,,,,ECB-44-03-003-150-EH-00030,1374,1667
2397,ECB-99-02-002-019-CF-00057,52,51,OPERADORA DE CONMUTADOR,,,,,ECB-44-03-003-150-EH-00009,1375,1659
2401,ECB-99-02-002-029-CF-00003,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-44-03-003-150-EH-00027,1376,1666
#N/A,ECB-51-02-003-144-E-00043,110,109,DOCENTE,,,,,ECB-44-03-003-145-EH-00009,1377,1665
77,ECB-03-02-002-014-CF-00054,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-44-03-003-151-EH-00018,1378,1663
#N/A,ECB-11-02-002-047-T-00039,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-44-03-003-157-EH-00014,1379,1664
#N/A,ECB-01-03-003-143-E-00001,110,109,DOCENTE,,,,,ECB-44-03-003-141-EH-00001,1380,1681
#N/A,ECB-13-02-002-021-S-00105,89,88,ENCARGADA DE ORDEN,,,,,ECB-45-02-002-012-CF-00043,1381,1689
494,ECB-13-02-002-046-CF-00028,79,78,AUXILIAR DE SUBDIRECTOR ACADEMICO,,,,,ECB-45-02-002-041-CF-00074,1382,1702
696,ECB-20-02-002-018-CF-00026,88,87,ENCARGADO DE ORDEN,,,,,ECB-45-02-002-019-CF-00110,1383,1688
697,ECB-20-02-002-019-CF-00117,81,80,AUXILIAR SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-45-02-002-021-S1-00083,1384,1693
700,ECB-20-02-002-028-CF-00036,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-45-02-002-021-S1-00064,1385,1692
#N/A,ECB-51-02-003-158-E-00039,110,109,DOCENTE,,,,,ECB-45-02-002-028-CF-00042,1386,1697
702,ECB-20-02-002-046-CF-00024,80,79,AUXILIAR DE SUBDIRECTORA ACADEMICA,,,,,ECB-45-02-002-037-CF-00030,1388,1696
#N/A,ECB-20-02-002-047-T-00061,89,88,ENCARGADA DE ORDEN,,,,,ECB-45-02-002-037-CF-00017,1389,1695
1504,ECB-53-02-002-041-CF-00078,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-45-02-002-032-CF-00068,1390,1699
1505,ECB-53-02-002-014-CF-00077,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-45-02-002-047-T0-00048,1391,1700
1506,ECB-53-02-002-019-CF-00142,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-45-02-002-036-S0-00008,1392,1701
234,ECB-06-02-002-015-CF-00029,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-45-02-003-148-EH-00025,1393,1682
239,ECB-06-02-002-019-CF-00128,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-45-02-003-150-EH-00038,1394,1683
245,ECB-06-02-002-028-CF-00032,70,69,AUXILIAR ACADEMICA,,,,,ECB-45-02-003-150-EH-00043,1395,1684
232,ECB-06-02-002-041-CF-00058,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-45-02-003-159-EH-00017,1396,1687
246,ECB-06-02-002-046-CF-00020,88,87,ENCARGADO DE ORDEN,,,,,ECB-45-02-003-143-EH-00015,1397,1694
#N/A,ECB-06-02-002-047-T-00008,86,85,BIBLIOTECARIA,,,,,ECB-46-02-002-012-CF-00054,1398,1718
282,ECB-07-02-002-014-CF-00078,70,69,AUXILIAR ACADEMICA,,,,,ECB-46-02-002-014-CF-00039,1399,1703
286,ECB-07-02-002-018-CF-00040,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-46-02-002-019-CF-00037,1400,1723
289,ECB-07-02-002-019-CF-00003,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-46-02-002-019-CF-00059,1401,1724
#N/A,ECB-07-02-002-021-S-00100,88,87,ENCARGADO DE ORDEN,,,,,ECB-46-02-002-021-S1-00047,1402,1716
294,ECB-07-02-002-046-CF-00035,109,108,VIGILANTE,,,,,ECB-46-02-002-021-S1-00023,1403,1719
#N/A,ECB-12-02-002-021-S-00067,89,88,ENCARGADA DE ORDEN,,,,,ECB-46-02-002-022-CF-00003,1404,1715
448,ECB-12-02-002-028-CF-00037,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-46-02-002-028-CF-00019,1405,1710
431,ECB-12-02-002-041-CF-00006,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-46-02-002-031-T0-00005,1406,1709
50,ECB-02-02-002-019-CF-00102,90,89,ENCARGADO DE PROYECTOS,,,,,ECB-46-02-002-046-CF-00042,1407,1714
796,ECB-25-02-002-014-CF-00011,96,95,INGENIERO EN SISTEMAS,,,,,ECB-46-02-002-037-CF-00027,1408,1711
798,ECB-25-02-002-018-CF-00036,80,79,AUXILIAR DE SUBDIRECTORA ACADEMICA,,,,,ECB-46-02-002-037-CF-00010,1409,1713
#N/A,ECB-25-02-002-021-S-00108,88,87,ENCARGADO DE ORDEN,,,,,ECB-46-02-002-032-CF-00008,1410,1707
2254,ECB-25-02-002-028-CF-00007,106,105,SECRETARIA DE SUBDIRECCION DE PLANTEL,,,,,ECB-46-02-002-032-CF-00009,1411,1708
2255,ECB-25-02-002-046-CF-00026,89,88,ENCARGADA DE ORDEN,,,,,ECB-46-02-002-047-T0-00016,1412,1706
#N/A,ECB-43-03-003-145-E-00012,110,109,DOCENTE,,,,,ECB-46-02-002-036-S0-00009,1414,1705
1147,ECB-36-02-002-014-CF-00069,82,81,AUXILIAR SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-46-02-003-150-EH-00048,1415,1722
#N/A,ECB-36-02-002-021-S-00044,88,87,ENCARGADO DE ORDEN,,,,,ECB-47-02-002-012-CF-00031,1416,1733
1950,ECB-99-02-002-019-CF-00105,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-47-02-002-014-CF-00071,1417,1744
493,ECB-13-02-002-028-CF-00034,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-47-02-002-019-CF-00080,1418,1734
#N/A,ECB-19-02-003-146-E-00006,110,109,DOCENTE,,,,,ECB-47-02-002-019-CF-00039,1419,1728
#N/A,ECB-44-03-002-021-S-00022,88,87,ENCARGADO DE ORDEN,,,,,ECB-47-02-002-021-S1-00055,1420,1735
2515,ECB-37-02-001-009-CF-00046,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-47-02-002-028-CF-00039,1421,1737
1715,ECB-90-02-002-019-CF-00160,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-47-02-002-046-CF-00014,1422,1738
#N/A,ECB-31-02-003-156-E-00040,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-47-02-002-037-CF-00060,1423,1740
981,ECB-32-02-002-019-CF-00121,69,68,AUXILIAR ACADEMICO,,,,,ECB-47-02-002-032-CF-00049,1424,1739
#N/A,ECB-99-02-003-150-E-00053,20,19,ANALISTA EDUCATIVA,,,,,ECB-47-02-002-036-CF-00034,1425,1743
#N/A,ECB-99-02-003-142-E-00038,20,19,ANALISTA EDUCATIVA,,,,,ECB-47-02-003-142-EH-00013,1426,1742
#N/A,ECB-19-02-003-140-E-00001,110,109,DOCENTE,,,,,ECB-47-02-003-142-EH-00009,1427,1741
2370,ECB-61-03-002-019-CF-00052,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-45-02-002-046-CF-00044,1387,1698
#N/A,ECB-99-02-002-024-T-00008,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-47-02-003-145-EH-00054,1428,1725
1,ECB-01-03-002-041-CF-00001,100,99,RESPONSABLE DE LABORATORIO,,,,,ECB-47-02-003-145-EH-00052,1429,1726
1922,ECB-99-02-002-018-CF-00035,20,19,ANALISTA EDUCATIVA,,,,,ECB-47-02-003-145-EH-00057,1430,1727
#N/A,ECB-42-03-003-143-E-00002,110,109,DOCENTE,,,,,ECB-47-02-003-151-EH-00038,1431,1732
#N/A,ECB-27-02-002-047-T-00068,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-48-02-002-031-T0-00006,1432,1746
#N/A,ECB-20-02-003-148-E-00017,110,109,DOCENTE,,,,,ECB-49-02-002-012-CF-00035,1433,1753
2608,ECB-99-02-001-002-CF-00004,6,5,DIRECTOR DE AREA,,,,,ECB-49-02-002-015-CF-00157,1434,1756
2528,ECB-42-03-001-005-CF-00006,58,57,DIRECTOR DE PLANTEL,,,,,ECB-49-02-002-019-CF-00140,1435,1754
2413,ECB-01-03-001-006-CF-00003,58,57,DIRECTOR DE PLANTEL,,,,,ECB-49-02-002-021-S1-00104,1436,1749
1099,ECB-35-02-002-046-CF-00009,89,88,ENCARGADA DE ORDEN,,,,,ECB-49-02-002-028-CF-00044,1437,1747
2620,ECB-99-02-001-010-CF-00016,8,7,JEFE DE DEPARTAMENTO,,,,,ECB-49-02-002-037-CF-00063,1438,1750
1487,ECB-52-02-002-012-CF-00048,93,92,ENCARGADA DEL CENTRO DE COMPUTO,,,,,ECB-49-02-002-032-CF-00010,1439,1751
#N/A,ECB-30-02-003-140-E-00010,110,109,DOCENTE,,,,,ECB-49-02-002-047-T0-00045,1440,1752
1986,ECB-99-02-002-019-CF-00143,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-49-02-002-036-CF-00033,1441,1761
1450,ECB-50-03-002-019-CF-00027,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-49-02-002-036-CF-00052,1442,1762
#N/A,ECB-99-02-003-152-E-00009,21,20,ANALISTA EDUCATIVO,,,,,ECB-49-02-003-145-EH-00068,1443,1758
#N/A,ECB-99-02-003-160-E-00012,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-49-02-003-145-EH-00065,1444,1757
#N/A,ECB-99-02-003-156-E-00047,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-49-02-003-145-EH-00050,1445,1759
1678,ECB-68-03-002-028-CF-00001,88,87,ENCARGADO DE ORDEN,,,,,ECB-49-02-003-143-EH-00016,1446,1748
2463,ECB-19-02-001-006-CF-00002,58,57,DIRECTOR DE PLANTEL,,,,,ECB-50-03-002-041-CF-00015,1447,1799
2574,ECB-59-03-001-007-CF-00002,58,57,DIRECTOR DE PLANTEL,,,,,ECB-50-03-002-041-CF-00018,1448,1772
2475,ECB-23-02-001-007-CF-00019,58,57,DIRECTOR DE PLANTEL,,,,,ECB-50-03-002-014-CF-00018,1449,1794
#N/A,ECB-99-02-003-154-E-00006,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-50-03-002-019-CF-00027,1450,1803
2622,ECB-99-02-001-010-CF-00018,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-50-03-002-019-CF-00050,1451,1806
2625,ECB-99-02-001-010-CF-00009,8,7,JEFE DE DEPARTAMENTO,,,,,ECB-50-03-002-019-CF-00024,1452,1801
#N/A,ECB-99-02-003-159-E-00005,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-50-03-002-021-S1-00024,1453,1805
#N/A,ECB-99-02-003-157-E-00032,23,22,ANALISTA ESPECIALIZADO,,,,,ECB-50-03-002-021-S1-00028,1454,1804
#N/A,ECB-16-02-003-148-E-00002,110,109,DOCENTE,,,,,ECB-50-03-002-031-CF-00002,1455,1793
1079,ECB-35-02-002-015-CF-00119,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-50-03-002-037-CF-00005,1456,1765
1925,ECB-99-02-002-018-CF-00012,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-50-03-002-032-CF-00004,1457,1789
2534,ECB-44-03-001-006-CF-00004,58,57,DIRECTOR DE PLANTEL,,,,,ECB-50-03-002-047-T0-00008,1458,1788
2642,ECB-99-02-002-015-CF-00071,67,66,RESPONSABLE ADMINISTRATIVO,,,,,ECB-50-03-002-047-T0-00004,1459,1790
2471,ECB-21-03-001-009-CF-00004,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-50-03-002-036-S0-00010,1460,1773
#N/A,ECB-22-02-003-159-E-00034,110,109,DOCENTE,,,,,ECB-50-03-003-148-EH-00003,1461,1775
#N/A,ECB-65-02-002-021-S-00057,89,88,ENCARGADA DE ORDEN,,,,,ECB-50-03-003-148-EH-00004,1462,1776
2562,ECB-55-02-001-006-CF-00018,58,57,DIRECTOR DE PLANTEL,,,,,ECB-50-03-003-154-EH-00009,1463,1777
2418,ECB-02-02-001-009-CF-00040,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-50-03-003-150-EH-00031,1464,1779
#N/A,ECB-14-02-003-156-E-00001,110,109,DOCENTE,,,,,ECB-50-03-003-145-EH-00005,1465,1782
#N/A,ECB-42-03-003-156-E-00004,110,109,DOCENTE,,,,,ECB-50-03-003-151-EH-00035,1466,1785
#N/A,ECB-55-02-003-143-E-00014,110,109,DOCENTE,,,,,ECB-50-03-003-157-EH-00009,1467,1784
1031,ECB-34-03-002-041-CF-00008,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-50-03-003-158-EH-00009,1468,1786
1035,ECB-34-03-002-019-CF-00013,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-50-03-003-158-EH-00002,1469,1787
#N/A,ECB-34-03-002-021-S-00006,89,88,ENCARGADA DE ORDEN,,,,,ECB-50-03-003-160-EH-00007,1470,1769
22,ECB-01-03-002-046-CF-00009,78,77,AUXILIAR DE SERVICIOS ESCOLARES,,,,,ECB-50-03-003-149-EH-00009,1471,1768
#N/A,ECB-01-03-002-021-S-00012,89,88,ENCARGADA DE ORDEN,,,,,ECB-51-02-002-015-CF-00088,1472,1813
#N/A,ECB-53-02-003-156-E-00011,110,109,DOCENTE,,,,,ECB-51-02-002-019-CF-00123,1473,1823
1937,ECB-99-02-002-025-CF-00002,20,19,ANALISTA EDUCATIVA,,,,,ECB-51-02-002-019-CF-00031,1474,1818
489,ECB-13-02-002-019-CF-00118,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-51-02-002-021-S1-00091,1475,1809
1832,ECB-99-02-002-014-CF-00058,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-51-02-002-028-CF-00038,1476,1808
1801,ECB-99-02-002-041-CF-00054,NULL,NULL,NULL,,,,,ECB-51-02-002-037-CF-00020,1477,1807
535,ECB-15-02-002-015-CF-00034,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-51-02-002-032-CF-00051,1478,1810
538,ECB-15-02-002-019-CF-00009,88,87,ENCARGADO DE ORDEN,,,,,ECB-51-02-002-047-T0-00049,1479,1811
#N/A,ECB-15-02-002-047-T-00060,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-51-02-002-036-CF-00047,1480,1824
552,ECB-16-02-002-014-CF-00063,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-51-02-003-144-EH-00043,1481,1819
551,ECB-16-02-002-041-CF-00064,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-51-02-003-144-EH-00040,1482,1820
563,ECB-16-02-002-046-CF-00025,88,87,ENCARGADO DE ORDEN,,,,,ECB-51-02-003-145-EH-00070,1483,1816
1488,ECB-52-02-002-014-CF-00072,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-51-02-003-145-EH-00045,1484,1815
#N/A,ECB-52-02-002-021-S-00080,88,87,ENCARGADO DE ORDEN,,,,,ECB-51-02-003-145-EH-00061,1485,1817
1581,ECB-58-02-002-012-CF-00064,93,92,ENCARGADA DEL CENTRO DE COMPUTO,,,,,ECB-51-02-003-158-EH-00039,1486,1822
1582,ECB-58-02-002-018-CF-00028,88,87,ENCARGADO DE ORDEN,,,,,ECB-52-02-002-012-CF-00048,1487,1829
#N/A,ECB-58-02-002-021-S-00075,69,68,AUXILIAR ACADEMICO,,,,,ECB-52-02-002-014-CF-00072,1488,1825
1664,ECB-66-02-002-028-CF-00046,89,88,ENCARGADA DE ORDEN,,,,,ECB-52-02-002-019-CF-00047,1489,1834
1524,ECB-54-02-002-014-CF-00080,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-52-02-002-021-S1-00080,1490,1839
1525,ECB-54-02-002-018-CF-00041,80,79,AUXILIAR DE SUBDIRECTORA ACADEMICA,,,,,ECB-52-02-002-028-CF-00021,1491,1841
1526,ECB-54-02-002-019-CF-00149,89,88,ENCARGADA DE ORDEN,,,,,ECB-52-02-002-031-CF-00007,1492,1842
#N/A,ECB-54-02-002-021-S-00093,81,80,AUXILIAR SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-52-02-002-032-CF-00053,1493,1838
1085,ECB-35-02-002-015-CF-00090,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-52-02-002-047-T0-00036,1494,1837
1086,ECB-35-02-002-015-CF-00064,69,68,AUXILIAR ACADEMICO,,,,,ECB-52-02-002-036-CF-00073,1495,1828
1090,ECB-35-02-002-019-CF-00055,82,81,AUXILIAR SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-52-02-003-142-EH-00025,1496,1826
1098,ECB-35-02-002-046-CF-00010,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-52-02-003-142-EH-00012,1497,1827
2487,ECB-27-02-001-007-CF-00007,58,57,DIRECTOR DE PLANTEL,,,,,ECB-52-02-003-144-EH-00053,1498,1831
2465,ECB-19-02-001-009-CF-00018,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-52-02-003-150-EH-00006,1499,1832
1628,ECB-62-03-002-012-CF-00010,92,91,ENCARGADO DEL CENTRO DE COMPUTO,,,,,ECB-52-02-003-150-EH-00065,1500,1833
1637,ECB-63-02-002-018-CF-00030,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-52-02-003-156-EH-00042,1501,1835
1638,ECB-63-02-002-019-CF-00141,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-52-02-003-143-EH-00019,1502,1840
1639,ECB-63-02-002-019-CF-00155,70,69,AUXILIAR ACADEMICA,,,,,ECB-53-02-002-012-CF-00049,1503,1859
#N/A,ECB-63-02-002-021-S-00096,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-53-02-002-041-CF-00078,1504,1864
917,ECB-30-02-002-014-CF-00061,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-53-02-002-014-CF-00077,1505,1863
920,ECB-30-02-002-019-CF-00042,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-53-02-002-019-CF-00142,1506,1862
2506,ECB-33-02-001-009-CF-00031,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-53-02-002-021-S1-00099,1507,1846
2589,ECB-64-02-001-007-CF-00022,59,58,DIRECTORA DE PLANTEL,,,,,ECB-53-02-002-028-CF-00017,1508,1844
2496,ECB-30-02-001-006-CF-00010,59,58,DIRECTORA DE PLANTEL,,,,,ECB-53-02-002-031-CF-00011,1509,1843
1886,ECB-99-02-002-015-CF-00081,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-53-02-002-037-CF-00033,1510,1845
1961,ECB-99-02-002-019-CF-00082,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-53-02-002-032-CF-00091,1511,1847
1851,ECB-99-02-002-015-CF-00120,53,52,OPERADORA DE FOTOCOPIADO,,,,,ECB-53-02-002-047-T0-00065,1512,1848
485,ECB-13-02-002-041-CF-00065,70,69,AUXILIAR ACADEMICA,,,,,ECB-53-02-002-036-CF-00056,1513,1866
2422,ECB-04-03-001-008-CF-00005,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-53-02-002-036-CF-00059,1514,1865
2458,ECB-17-02-001-008-CF-00004,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-53-02-003-144-EH-00055,1515,1855
2442,ECB-11-02-001-009-CF-00044,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-53-02-003-144-EH-00057,1516,1856
2464,ECB-19-02-001-009-CF-00026,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-53-02-003-150-EH-00021,1517,1854
2522,ECB-40-02-001-007-CF-00012,59,58,DIRECTORA DE PLANTEL,,,,,ECB-53-02-003-150-EH-00070,1518,1850
2577,ECB-60-02-001-007-CF-00018,59,58,DIRECTORA DE PLANTEL,,,,,ECB-53-02-003-156-EH-00014,1519,1852
2445,ECB-13-02-001-006-CF-00014,58,57,DIRECTOR DE PLANTEL,,,,,ECB-53-02-003-156-EH-00011,1520,1851
2559,ECB-54-02-001-006-CF-00016,58,57,DIRECTOR DE PLANTEL,,,,,ECB-53-02-003-156-EH-00034,1521,1853
2571,ECB-58-02-001-007-CF-00017,59,58,DIRECTORA DE PLANTEL,,,,,ECB-53-02-003-145-EH-00037,1522,1849
2595,ECB-66-02-001-007-CF-00004,58,57,DIRECTOR DE PLANTEL,,,,,ECB-53-02-003-151-EH-00024,1523,1858
